ProductKey,ShipDateKey,SalesTerritoryKey,SalesOrderNumber,OrderQuantity,UnitPrice,UnitPriceDiscountPct,ProductStandardCost,ShipDate,ProductName,Subcategory,Category
217,20080304,8,SO64932,1,34.99,0,13.0863,3/4/2008,"Sport-100 Helmet, Black",Helmets,Accessories
478,20071222,4,SO60072,1,9.99,0,3.7363,12/22/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
480,20071115,4,SO57619,1,2.29,0,0.8565,11/15/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
480,20071013,10,SO55649,1,2.29,0,0.8565,10/13/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
214,20080316,4,SO65867,1,34.99,0,13.0863,3/16/2008,"Sport-100 Helmet, Red",Helmets,Accessories
540,20070930,1,SO54835,1,32.6,0,12.1924,9/30/2007,HL Road Tire,Tires and Tubes,Accessories
486,20080506,4,SO69263,1,159.0,0,59.466,5/6/2008,All-Purpose Bike Stand,Bike Stands,Accessories
480,20080220,9,SO64057,1,2.29,0,0.8565,2/20/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
333,20060921,8,SO47547,1,782.99,0,486.7066,9/21/2006,"Road-650 Black, 58",Road Bikes,Bikes
357,20070823,7,SO52615,1,2319.99,0,1265.6195,8/23/2007,"Mountain-200 Silver, 46",Mountain Bikes,Bikes
605,20080107,7,SO61171,1,539.99,0,343.6496,1/7/2008,"Road-750 Black, 48",Road Bikes,Bikes
485,20071015,8,SO55739,1,21.98,0,8.2205,10/15/2007,Fender Set - Mountain,Fenders,Accessories
487,20070814,4,SO52203,1,54.99,0,20.5663,8/14/2007,Hydration Pack - 70 oz.,Hydration Packs,Accessories
605,20071111,9,SO57417,1,539.99,0,343.6496,11/11/2007,"Road-750 Black, 48",Road Bikes,Bikes
529,20080405,6,SO67093,1,3.99,0,1.4923,4/5/2008,Road Tire Tube,Tires and Tubes,Accessories
577,20071111,7,SO57414,1,1214.85,0,755.1508,11/11/2007,"Touring-2000 Blue, 46",Touring Bikes,Bikes
571,20080115,4,SO61722,1,742.35,0,461.4448,1/15/2008,"Touring-3000 Yellow, 58",Touring Bikes,Bikes
473,20080306,10,SO65053,1,63.5,0,23.749,3/6/2008,"Classic Vest, L",Vests,Clothing
535,20080308,1,SO65345,1,24.99,0,9.3463,3/8/2008,LL Mountain Tire,Tires and Tubes,Accessories
530,20070918,4,SO54153,1,4.99,0,1.8663,9/18/2007,Touring Tire Tube,Tires and Tubes,Accessories
310,20050712,4,SO43713,1,3578.27,0,2171.2942,7/12/2005,"Road-150 Red, 62",Road Bikes,Bikes
380,20071104,9,SO56842,1,2443.35,0,1554.9479,11/4/2007,"Road-250 Black, 58",Road Bikes,Bikes
225,20071227,10,SO60449,1,8.99,0,6.9223,12/27/2007,AWC Logo Cap,Caps,Clothing
381,20070520,10,SO50464,1,1000.4375,0,605.6492,5/20/2007,"Road-550-W Yellow, 38",Road Bikes,Bikes
384,20071014,8,SO55733,1,1120.49,0,713.0798,10/14/2007,"Road-550-W Yellow, 40",Road Bikes,Bikes
225,20080418,10,SO68053,1,8.99,0,6.9223,4/18/2008,AWC Logo Cap,Caps,Clothing
486,20080511,6,SO69807,1,159.0,0,59.466,5/11/2008,All-Purpose Bike Stand,Bike Stands,Accessories
529,20070930,4,SO54838,1,3.99,0,1.4923,9/30/2007,Road Tire Tube,Tires and Tubes,Accessories
228,20080504,7,SO69098,1,49.99,0,38.4923,5/4/2008,"Long-Sleeve Logo Jersey, S",Jerseys,Clothing
537,20070918,8,SO54149,1,35.0,0,13.09,9/18/2007,HL Mountain Tire,Tires and Tubes,Accessories
483,20080312,9,SO65613,1,120.0,0,44.88,3/12/2008,Hitch Rack - 4-Bike,Bike Racks,Accessories
314,20050712,9,SO43715,1,3578.27,0,2171.2942,7/12/2005,"Road-150 Red, 56",Road Bikes,Bikes
480,20080408,6,SO67381,1,2.29,0,0.8565,4/8/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
217,20080106,10,SO61038,1,34.99,0,13.0863,1/6/2008,"Sport-100 Helmet, Black",Helmets,Accessories
485,20080330,9,SO66704,1,21.98,0,8.2205,3/30/2008,Fender Set - Mountain,Fenders,Accessories
529,20080228,10,SO64640,1,3.99,0,1.4923,2/28/2008,Road Tire Tube,Tires and Tubes,Accessories
217,20080131,8,SO62640,1,34.99,0,13.0863,1/31/2008,"Sport-100 Helmet, Black",Helmets,Accessories
479,20080414,4,SO67831,1,8.99,0,3.3623,4/14/2008,Road Bottle Cage,Bottles and Cages,Accessories
605,20071220,10,SO59977,1,539.99,0,343.6496,12/20/2007,"Road-750 Black, 48",Road Bikes,Bikes
487,20070808,4,SO51913,1,54.99,0,20.5663,8/8/2007,Hydration Pack - 70 oz.,Hydration Packs,Accessories
604,20071116,8,SO57684,1,539.99,0,343.6496,11/16/2007,"Road-750 Black, 44",Road Bikes,Bikes
463,20071226,4,SO60372,1,24.49,0,9.1593,12/26/2007,"Half-Finger Gloves, S",Gloves,Clothing
214,20071229,4,SO60549,1,34.99,0,13.0863,12/29/2007,"Sport-100 Helmet, Red",Helmets,Accessories
485,20071205,1,SO58751,1,21.98,0,8.2205,12/5/2007,Fender Set - Mountain,Fenders,Accessories
480,20071011,1,SO55514,1,2.29,0,0.8565,10/11/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
225,20071204,8,SO58697,1,8.99,0,6.9223,12/4/2007,AWC Logo Cap,Caps,Clothing
485,20080621,10,SO72869,1,21.98,0,8.2205,6/21/2008,Fender Set - Mountain,Fenders,Accessories
352,20061020,9,SO47821,1,2071.4196,0,1117.8559,10/20/2006,"Mountain-200 Silver, 38",Mountain Bikes,Bikes
477,20071007,7,SO55211,1,4.99,0,1.8663,10/7/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
225,20071021,6,SO56115,1,8.99,0,6.9223,10/21/2007,AWC Logo Cap,Caps,Clothing
217,20080405,4,SO67125,1,34.99,0,13.0863,4/5/2008,"Sport-100 Helmet, Black",Helmets,Accessories
485,20070909,1,SO53702,1,21.98,0,8.2205,9/9/2007,Fender Set - Mountain,Fenders,Accessories
477,20080503,6,SO69046,1,4.99,0,1.8663,5/3/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
478,20080204,7,SO62886,1,9.99,0,3.7363,2/4/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
358,20070526,9,SO50515,1,2049.0982,0,1105.81,5/26/2007,"Mountain-200 Black, 38",Mountain Bikes,Bikes
231,20071013,4,SO55634,1,49.99,0,38.4923,10/13/2007,"Long-Sleeve Logo Jersey, M",Jerseys,Clothing
540,20070923,6,SO54444,1,32.6,0,12.1924,9/23/2007,HL Road Tire,Tires and Tubes,Accessories
217,20071123,1,SO58067,1,34.99,0,13.0863,11/23/2007,"Sport-100 Helmet, Black",Helmets,Accessories
477,20080713,6,SO74321,1,4.99,0,1.8663,7/13/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
214,20080215,10,SO63766,1,34.99,0,13.0863,2/15/2008,"Sport-100 Helmet, Red",Helmets,Accessories
478,20071022,6,SO56174,1,9.99,0,3.7363,10/22/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
361,20080627,10,SO73349,1,2294.99,0,1251.9813,6/27/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
530,20070922,1,SO54392,1,4.99,0,1.8663,9/22/2007,Touring Tire Tube,Tires and Tubes,Accessories
537,20071113,6,SO57516,1,35.0,0,13.09,11/13/2007,HL Mountain Tire,Tires and Tubes,Accessories
465,20071017,4,SO55906,1,24.49,0,9.1593,10/17/2007,"Half-Finger Gloves, M",Gloves,Clothing
530,20080102,8,SO60803,1,4.99,0,1.8663,1/2/2008,Touring Tire Tube,Tires and Tubes,Accessories
465,20080324,9,SO66359,1,24.49,0,9.1593,3/24/2008,"Half-Finger Gloves, M",Gloves,Clothing
475,20070817,9,SO52330,1,69.99,0,26.1763,8/17/2007,"Women's Mountain Shorts, M",Shorts,Clothing
480,20080126,7,SO62374,1,2.29,0,0.8565,1/26/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
580,20080207,9,SO63103,1,1700.99,0,1082.51,2/7/2008,"Road-350-W Yellow, 40",Road Bikes,Bikes
480,20080418,4,SO68030,1,2.29,0,0.8565,4/18/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
478,20080513,1,SO69982,1,9.99,0,3.7363,5/13/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
485,20070811,9,SO52024,1,21.98,0,8.2205,8/11/2007,Fender Set - Mountain,Fenders,Accessories
217,20080330,7,SO66763,1,34.99,0,13.0863,3/30/2008,"Sport-100 Helmet, Black",Helmets,Accessories
528,20071014,1,SO55710,1,4.99,0,1.8663,10/14/2007,Mountain Tire Tube,Tires and Tubes,Accessories
485,20080527,8,SO70968,1,21.98,0,8.2205,5/27/2008,Fender Set - Mountain,Fenders,Accessories
604,20071220,1,SO59970,1,539.99,0,343.6496,12/20/2007,"Road-750 Black, 44",Road Bikes,Bikes
477,20080701,9,SO73654,1,4.99,0,1.8663,7/1/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
217,20071231,1,SO60655,1,34.99,0,13.0863,12/31/2007,"Sport-100 Helmet, Black",Helmets,Accessories
329,20061214,9,SO48474,1,782.99,0,486.7066,12/14/2006,"Road-650 Red, 48",Road Bikes,Bikes
363,20080227,8,SO64548,1,2294.99,0,1251.9813,2/27/2008,"Mountain-200 Black, 46",Mountain Bikes,Bikes
477,20070806,8,SO51660,1,4.99,0,1.8663,8/6/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
222,20080522,9,SO70648,1,34.99,0,13.0863,5/22/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
483,20070909,6,SO53689,1,120.0,0,44.88,9/9/2007,Hitch Rack - 4-Bike,Bike Racks,Accessories
539,20080113,7,SO61567,1,24.99,0,9.3463,1/13/2008,ML Road Tire,Tires and Tubes,Accessories
377,20070424,9,SO50066,1,2181.5625,0,1320.6838,4/24/2007,"Road-250 Black, 52",Road Bikes,Bikes
478,20080305,4,SO65001,1,9.99,0,3.7363,3/5/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
388,20080119,10,SO61967,1,1120.49,0,713.0798,1/19/2008,"Road-550-W Yellow, 44",Road Bikes,Bikes
217,20080618,6,SO72667,1,34.99,0,13.0863,6/18/2008,"Sport-100 Helmet, Black",Helmets,Accessories
362,20070416,9,SO49981,1,2049.0982,0,1105.81,4/16/2007,"Mountain-200 Black, 46",Mountain Bikes,Bikes
478,20080526,6,SO70915,1,9.99,0,3.7363,5/26/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
577,20070902,9,SO53133,1,1214.85,0,755.1508,9/2/2007,"Touring-2000 Blue, 46",Touring Bikes,Bikes
539,20080517,8,SO70248,1,24.99,0,9.3463,5/17/2008,ML Road Tire,Tires and Tubes,Accessories
234,20080315,9,SO65751,1,49.99,0,38.4923,3/15/2008,"Long-Sleeve Logo Jersey, L",Jerseys,Clothing
541,20080130,7,SO62607,1,28.99,0,10.8423,1/30/2008,Touring Tire,Tires and Tubes,Accessories
360,20070303,6,SO49405,1,2049.0982,0,1105.81,3/3/2007,"Mountain-200 Black, 42",Mountain Bikes,Bikes
478,20071127,6,SO58264,1,9.99,0,3.7363,11/27/2007,Mountain Bottle Cage,Bottles and Cages,Accessories
225,20080111,9,SO61435,1,8.99,0,6.9223,1/11/2008,AWC Logo Cap,Caps,Clothing
217,20071019,10,SO55999,1,34.99,0,13.0863,10/19/2007,"Sport-100 Helmet, Black",Helmets,Accessories
477,20080502,4,SO68996,1,4.99,0,1.8663,5/2/2008,Water Bottle - 30 oz.,Bottles and Cages,Accessories
480,20080718,1,SO74501,1,2.29,0,0.8565,7/18/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
350,20060603,9,SO46304,1,3374.99,0,1898.0944,6/3/2006,"Mountain-100 Black, 44",Mountain Bikes,Bikes
535,20080420,1,SO68171,1,24.99,0,9.3463,4/20/2008,LL Mountain Tire,Tires and Tubes,Accessories
605,20080210,9,SO63477,1,539.99,0,343.6496,2/10/2008,"Road-750 Black, 48",Road Bikes,Bikes
536,20080327,9,SO66513,1,29.99,0,11.2163,3/27/2008,ML Mountain Tire,Tires and Tubes,Accessories
489,20070726,1,SO51467,1,53.99,0,41.5723,7/26/2007,"Short-Sleeve Classic Jersey, M",Jerseys,Clothing
217,20080327,7,SO66564,1,34.99,0,13.0863,3/27/2008,"Sport-100 Helmet, Black",Helmets,Accessories
480,20080110,4,SO61386,1,2.29,0,0.8565,1/10/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
574,20080316,6,SO65860,1,2384.07,0,1481.9379,3/16/2008,"Touring-1000 Blue, 50",Touring Bikes,Bikes
361,20080414,1,SO67819,1,2294.99,0,1251.9813,4/14/2008,"Mountain-200 Black, 42",Mountain Bikes,Bikes
563,20080520,9,SO70522,1,2384.07,0,1481.9379,5/20/2008,"Touring-1000 Yellow, 54",Touring Bikes,Bikes
485,20080108,4,SO61300,1,21.98,0,8.2205,1/8/2008,Fender Set - Mountain,Fenders,Accessories
480,20071206,9,SO58816,1,2.29,0,0.8565,12/6/2007,Patch Kit/8 Patches,Tires and Tubes,Accessories
474,20070819,9,SO52456,1,69.99,0,26.1763,8/19/2007,"Women's Mountain Shorts, S",Shorts,Clothing
485,20080506,4,SO69290,1,21.98,0,8.2205,5/6/2008,Fender Set - Mountain,Fenders,Accessories
578,20080218,10,SO63981,1,1214.85,0,755.1508,2/18/2008,"Touring-2000 Blue, 50",Touring Bikes,Bikes
222,20080316,4,SO65862,1,34.99,0,13.0863,3/16/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
222,20080204,10,SO62926,1,34.99,0,13.0863,2/4/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
473,20080504,1,SO69146,1,63.5,0,23.749,5/4/2008,"Classic Vest, L",Vests,Clothing
490,20070920,7,SO54256,1,53.99,0,41.5723,9/20/2007,"Short-Sleeve Classic Jersey, L",Jerseys,Clothing
530,20070930,6,SO54837,1,4.99,0,1.8663,9/30/2007,Touring Tire Tube,Tires and Tubes,Accessories
538,20070826,8,SO52818,1,21.49,0,8.0373,8/26/2007,LL Road Tire,Tires and Tubes,Accessories
214,20080429,4,SO68796,1,34.99,0,13.0863,4/29/2008,"Sport-100 Helmet, Red",Helmets,Accessories
310,20051226,9,SO44942,1,3578.27,0,2171.2942,12/26/2005,"Road-150 Red, 62",Road Bikes,Bikes
222,20080705,10,SO73987,1,34.99,0,13.0863,7/5/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
478,20080426,4,SO68568,1,9.99,0,3.7363,4/26/2008,Mountain Bottle Cage,Bottles and Cages,Accessories
529,20080512,10,SO69898,1,3.99,0,1.4923,5/12/2008,Road Tire Tube,Tires and Tubes,Accessories
538,20071008,10,SO55364,1,21.49,0,8.0373,10/8/2007,LL Road Tire,Tires and Tubes,Accessories
528,20071120,8,SO57855,1,4.99,0,1.8663,11/20/2007,Mountain Tire Tube,Tires and Tubes,Accessories
528,20070731,9,SO51563,1,4.99,0,1.8663,7/31/2007,Mountain Tire Tube,Tires and Tubes,Accessories
488,20071102,4,SO56736,1,53.99,0,41.5723,11/2/2007,"Short-Sleeve Classic Jersey, S",Jerseys,Clothing
535,20080414,1,SO67790,1,24.99,0,9.3463,4/14/2008,LL Mountain Tire,Tires and Tubes,Accessories
217,20070918,8,SO54169,1,34.99,0,13.0863,9/18/2007,"Sport-100 Helmet, Black",Helmets,Accessories
380,20070917,9,SO54139,1,2443.35,0,1554.9479,9/17/2007,"Road-250 Black, 58",Road Bikes,Bikes
480,20080417,6,SO67979,1,2.29,0,0.8565,4/17/2008,Patch Kit/8 Patches,Tires and Tubes,Accessories
225,20071022,10,SO56161,1,8.99,0,6.9223,10/22/2007,AWC Logo Cap,Caps,Clothing
541,20070908,8,SO53647,1,28.99,0,10.8423,9/8/2007,Touring Tire,Tires and Tubes,Accessories
225,20071223,6,SO60145,1,8.99,0,6.9223,12/23/2007,AWC Logo Cap,Caps,Clothing
477,20071115,9,SO57598,1,4.99,0,1.8663,11/15/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
362,20070121,1,SO48907,1,2049.0982,0,1105.81,1/21/2007,"Mountain-200 Black, 46",Mountain Bikes,Bikes
477,20071127,9,SO58249,1,4.99,0,1.8663,11/27/2007,Water Bottle - 30 oz.,Bottles and Cages,Accessories
225,20080304,9,SO64947,1,8.99,0,6.9223,3/4/2008,AWC Logo Cap,Caps,Clothing
222,20080313,1,SO65641,1,34.99,0,13.0863,3/13/2008,"Sport-100 Helmet, Blue",Helmets,Accessories
529,20080210,9,SO63479,1,3.99,0,1.4923,2/10/2008,Road Tire Tube,Tires and Tubes,Accessories
528,20080622,9,SO72958,1,4.99,0,1.8663,6/22/2008,Mountain Tire Tube,Tires and Tubes,Accessories
214,20080102,4,SO60819,1,34.99,0,13.0863,1/2/2008,"Sport-100 Helmet, Red",Helmets,Accessories
483,20080717,4,SO74456,1,120.0,0,44.88,7/17/2008,Hitch Rack - 4-Bike,Bike Racks,Accessories
372,20070731,10,SO51548,1,2443.35,0,1554.9479,7/31/2007,"Road-250 Red, 58",Road Bikes,Bikes
222,20071126,10,SO58224,1,34.99,0,13.0863,11/26/2007,"Sport-100 Helmet, Blue",Helmets,Accessories
